Champion1,Mastery1,Lane1,Champion2,Mastery2,Lane2,Champion3,Mastery3,Lane3,Champion4,Mastery4,Lane4,Champion5,Mastery5,Lane5,Champion6,Mastery6,Lane6,Champion7,Mastery7,Lane7,Champion8,Mastery8,Lane8,Champion9,Mastery9,Lane9,Champion10,Mastery10,Lane10,Champion11,Mastery11,Lane11,Champion12,Mastery12,Lane12,Champion13,Mastery13,Lane13,Champion14,Mastery14,Lane14,Champion15,Mastery15,Lane15
141,152631,jg,245,78365,jg,555,71809,sup,203,62733,jg,84,61637,top,518,59505,mid,157,51688,mid,105,50426,mid,17,45537,top,39,32851,top,360,18317,bot,498,14804,bot,67,12942,bot,53,8756,sup,32,8332,sup
119,102038,bot,412,69494,sup,157,68812,mid,6,65799,top,67,63847,bot,64,40795,jg,55,35445,mid,13,34584,mid,22,27462,bot,106,22144,top,17,21786,top,11,19958,jg,53,17808,sup,120,17673,jg,44,15917,sup
157,91979,mid,63,55997,sup,161,43441,sup,64,37468,jg,105,32003,mid,32,23133,sup,126,21146,top,141,19206,jg,17,19148,top,35,18014,jg,517,17383,mid,236,12316,bot,86,9328,top,429,4472,bot,81,3662,bot
84,264040,top,517,206671,mid,39,126872,top,3,98245,mid,85,94995,top,8,44799,mid,80,27848,sup,67,23192,bot,77,13745,jg,21,13152,bot,78,12504,jg,9,11666,jg,53,10200,sup,15,8898,bot,412,8464,sup
86,102981,top,141,77559,jg,122,77260,top,113,49718,jg,17,48365,top,55,36806,mid,555,27441,sup,29,26780,bot,18,25223,bot,22,24561,bot,432,19996,sup,25,19995,sup,34,18917,mid,13,18648,mid,11,12818,jg
555,257054,sup,99,205848,sup,64,121678,jg,266,108185,top,96,96438,bot,238,79287,mid,141,65155,jg,33,42432,jg,126,42190,top,31,38800,top,523,37220,bot,236,36937,bot,63,26886,sup,142,24731,mid,13,19045,mid
24,329994,top,33,177694,jg,121,156801,jg,19,142838,jg,53,18799,sup,106,18099,top,32,17661,sup,98,17072,top,21,15863,bot,22,14937,bot,99,12942,sup,202,12016,bot,157,3472,mid,1,3338,mid,3,3334,mid
17,518888,top,111,311727,sup,44,284770,sup,267,189808,sup,59,145939,jg,5,98646,jg,102,84604,jg,74,62494,top,21,54479,bot,202,52536,bot,498,50546,bot,45,22836,mid,31,20363,top,69,9670,mid,1,5797,mid
41,33902,top,98,30270,top,122,27279,top,141,17072,jg,254,15999,jg,3,15368,mid,8,12505,mid,19,12171,jg,101,11431,sup,80,9511,sup,4,8847,mid,99,5546,sup,18,3514,bot,15,1620,bot,202,1203,bot
51,53977,bot,22,48636,bot,21,41195,bot,80,34498,sup,555,33797,sup,99,29320,sup,141,28401,jg,11,27079,jg,121,25387,jg,86,23757,top,518,22122,mid,98,20474,top,75,18415,top,103,15687,mid,45,10983,mid
