Champion1,Mastery1,Lane1,Champion2,Mastery2,Lane2,Champion3,Mastery3,Lane3,Champion4,Mastery4,Lane4,Champion5,Mastery5,Lane5,Champion6,Mastery6,Lane6,Champion7,Mastery7,Lane7,Champion8,Mastery8,Lane8,Champion9,Mastery9,Lane9,Champion10,Mastery10,Lane10,Champion11,Mastery11,Lane11,Champion12,Mastery12,Lane12,Champion13,Mastery13,Lane13,Champion14,Mastery14,Lane14,Champion15,Mastery15,Lane15
81,107654,bot,498,82926,bot,876,74320,jg,67,71262,bot,412,57748,sup,350,57717,sup,246,54341,mid,266,52060,top,16,44419,sup,517,28272,mid,39,25222,top,69,25030,mid,420,21533,top,76,11730,jg,141,9571,jg
240,137400,top,6,117939,top,105,103278,mid,92,66085,top,32,37143,sup,78,30860,jg,80,28590,sup,99,21081,sup,9,18935,jg,22,16718,bot,5,16447,jg,110,12600,bot,29,11189,bot,1,6777,mid,34,4377,mid
555,118132,sup,104,87171,jg,19,85852,jg,35,75117,jg,32,64044,sup,412,58622,sup,39,34556,top,51,27651,bot,14,20436,top,106,20091,top,238,18483,mid,429,17405,bot,45,15713,mid,81,14520,bot,518,13254,mid
16,127288,sup,25,103669,sup,18,80863,bot,30,64175,jg,518,52762,mid,63,40757,sup,420,39250,top,24,39146,top,1,38801,mid,102,36356,jg,19,33470,jg,22,31778,bot,45,27564,mid,202,23175,bot,54,21719,top
25,543892,sup,26,363448,sup,235,302557,sup,84,142603,top,90,82021,mid,55,70633,mid,81,63124,bot,498,49277,bot,21,45987,bot,245,44703,jg,1,38715,mid,98,31593,top,10,25194,top,91,17951,jg,9,15720,jg
56,201850,jg,105,146773,mid,45,113211,mid,38,105599,mid,115,78498,bot,24,67966,top,64,58840,jg,420,54755,top,245,48407,jg,32,47274,sup,53,44862,sup,222,44610,bot,119,39745,bot,63,37356,sup,75,33588,top
55,592488,mid,10,276363,top,238,225904,mid,39,178367,top,266,166510,top,145,144037,bot,91,128990,jg,67,120682,bot,141,86760,jg,102,77482,jg,777,74294,mid,222,66140,bot,63,27194,sup,43,11469,sup,111,4905,sup
16,202735,sup,267,139692,sup,25,119993,sup,1,51631,mid,518,51360,mid,90,29159,mid,22,26363,bot,96,26339,bot,110,14201,bot,17,11448,top,30,9352,jg,10,6879,top,74,6642,top,427,4810,jg,9,3762,jg
119,147149,bot,141,73730,jg,81,53807,bot,202,38089,bot,254,34060,jg,99,30942,sup,86,24260,top,82,23548,top,23,18169,top,50,16383,sup,37,13654,sup,234,11565,jg,1,8382,mid,4,8177,mid,38,3846,mid
51,167649,bot,498,112720,bot,222,89151,bot,31,44196,top,10,41084,top,223,37705,top,25,35532,sup,89,30505,sup,9,26939,jg,111,26402,sup,30,25846,jg,4,23157,mid,1,20429,mid,45,18654,mid,62,14800,jg
141,113702,jg,82,76752,top,268,69324,mid,145,48021,bot,202,44053,bot,104,40838,jg,523,38841,bot,31,37644,top,266,36734,top,777,35643,mid,103,34616,mid,497,32632,sup,62,29705,jg,37,27717,sup,235,22450,sup
350,249557,sup,555,85749,sup,16,83958,sup,98,59490,top,83,49399,top,154,47993,jg,82,44968,top,20,40705,jg,3,29493,mid,13,25091,mid,113,21876,jg,21,20436,bot,61,19158,mid,202,14152,bot,18,12080,bot
