Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
81,73914,84,35140,360,27672,101,22501,21,21213
412,90311,83,73709,238,69753,81,48218,122,47822
64,254898,104,68289,76,67875,39,45568,67,23276
81,208505,202,126935,67,104260,114,103936,145,100353
57,1102064,17,33343,59,27117,54,26480,234,25580
81,198957,202,180057,145,124277,67,118014,222,100211
238,112200,157,82716,202,80554,875,74441,54,67675
64,175227,81,141962,67,138183,412,100890,145,78082
30,112693,102,107919,20,63628,64,38277,517,24111
81,272906,360,169906,145,74616,8,46222,236,29207
145,265481,202,228702,81,190009,67,183374,11,161259
238,184258,157,43399,555,41281,64,30526,84,21889
81,347763,67,224167,145,216927,412,215056,157,174224
122,140160,145,94551,516,75982,17,71862,14,69717
76,100524,412,62551,51,57808,81,50926,222,48621
61,213535,4,187256,412,107334,53,82646,517,81520
99,43176,53,40657,43,38902,412,23206,25,21287
39,67077,164,42292,266,31596,517,29858,875,27559
777,179236,64,68943,154,45109,81,27397,21,23558
238,317134,64,193365,236,103733,81,90572,91,86669
412,141348,81,99772,67,96339,145,72180,61,69043
12,431640,412,178918,89,124185,53,123241,16,120594
145,102414,81,82646,360,74933,21,46507,202,44390
64,97348,412,84479,101,61394,103,38905,238,38166
555,149295,157,135317,517,40584,84,34156,777,32376
222,502831,236,174190,18,166669,51,153076,96,126635
157,326673,555,266932,122,214006,11,96967,875,83871
105,108656,236,64220,517,60857,55,51393,498,23629
21,85794,202,51166,110,47818,235,40900,111,40292
122,800080,58,277964,53,154408,54,150358,89,116806
238,45383,164,39399,86,38682,81,32766,121,30199
117,665409,99,476686,267,358000,350,240920,25,154839
238,211832,84,47602,166,46429,112,46012,13,40643
81,62215,22,59024,235,55854,15,40168,80,31163
236,50393,166,41270,84,36684,777,34840,157,33809
412,277337,107,119354,53,103032,111,100112,12,92919
64,214022,76,130106,4,79348,60,70375,13,69169
81,87630,67,53521,64,49672,266,47663,202,43629
145,60058,236,48916,350,32860,80,21890,64,21467
432,86359,523,57925,126,53933,236,34861,555,28761
7,488437,103,313118,61,265082,268,248959,134,99116
107,145286,120,70741,238,63970,11,63405,64,59800
360,184001,523,133175,555,109742,412,96064,81,84008
34,88331,104,36835,13,32130,777,31257,876,29858
67,544243,81,366630,412,288204,11,264934,4,244209
420,160428,81,140369,8,121161,101,114277,85,91085
99,297143,122,274998,81,207898,157,198324,107,154941
64,100802,76,37610,126,37143,141,31589,81,28993
39,79988,157,74114,104,69685,75,53733,10,52406
53,68809,497,54293,267,41668,40,35131,202,33923
64,466155,76,358856,238,303758,92,256121,104,209097
555,93125,412,87565,238,86234,53,49538,7,36578
498,190599,246,189732,55,188911,101,138532,67,132509
126,113519,114,57037,85,53509,164,32396,266,28380
17,316485,101,63331,254,49470,54,42904,33,40876
145,165235,81,127905,51,91404,110,85042,121,83985
360,83444,235,57612,67,57135,202,57027,236,53535
