Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
267,179017,117,124730,40,54132,99,48159,350,47819
24,59007,114,51805,81,38566,236,34550,44,33754
12,594108,497,193499,43,68790,53,53990,145,36792
238,261089,517,199640,39,100335,84,90033,777,62815
35,405794,432,176585,67,130696,111,118325,28,100977
157,821156,238,803994,92,510372,122,230173,67,230098
81,240436,202,134487,236,133397,145,121848,498,99208
104,85762,145,62897,121,48773,122,43456,60,40670
432,75137,111,69092,89,60872,497,41135,235,40138
164,118309,24,60490,240,48236,266,46980,245,38569
81,129157,51,74326,21,51188,145,47670,45,35463
51,272295,145,88254,103,74100,84,49759,22,48609
107,129586,157,93060,238,81473,55,48767,92,47712
22,471442,21,263852,517,200649,157,183618,51,180287
112,84860,121,35352,13,31649,134,30981,234,21816
131,396808,91,259423,141,229973,84,202202,28,138203
64,183403,104,65109,51,32880,67,31768,2,23562
24,45736,238,34224,41,29426,14,28307,136,26052
7,131093,39,115953,61,107551,517,101255,114,87987
86,5844123,41,226579,113,194553,44,145603,30,140640
58,459768,266,232280,164,170278,122,107375,236,64786
202,77596,41,72868,523,64871,67,59418,145,58772
64,338391,39,95010,157,89296,222,85275,84,72123
119,452052,498,110714,202,92345,523,90431,236,75419
114,223093,875,99551,245,93446,266,82983,39,70966
238,362155,11,305202,122,216513,157,205018,777,142700
6,70711,432,54747,777,51767,517,49541,106,44293
360,146247,236,58495,67,50638,25,48676,145,34502
145,45910,18,40409,523,38893,21,35959,498,33157
234,96914,887,59849,25,37394,76,34551,145,24316
517,53131,145,30436,412,26561,202,24143,222,22537
1,2329718,81,64423,76,59945,202,58327,99,49770
127,69600,517,58328,39,39224,236,34877,105,26832
145,71353,498,44579,81,42817,51,35295,15,33593
69,1012111,13,265329,157,255137,517,106437,163,104633
236,120691,82,62686,202,61882,81,57877,154,52064
238,429355,245,125245,157,56361,161,51808,141,38839
33,430683,72,406119,254,156721,48,117703,20,108675
38,64549,34,48189,102,37387,67,36982,45,34667
83,451904,62,89830,99,54233,5,48170,122,40505
266,95132,21,55222,19,26497,56,26167,126,23595
122,124869,164,60258,126,42896,13,42830,7,40367
245,53115,157,51990,104,45745,122,44474,141,44384
517,56618,84,54086,81,45666,245,38337,39,32994
517,147101,8,146978,91,119650,84,57591,141,54986
8,270607,517,201356,112,174779,131,120252,777,106229
43,99734,89,92818,267,81637,497,44392,80,42446
67,65485,145,60485,523,56862,81,52199,222,42517
238,166551,157,143606,245,125103,136,122945,50,122274
99,89013,142,75998,39,47227,134,35304,7,24443
432,205841,53,123378,117,105170,412,100744,350,75437
238,250878,13,211328,61,117274,517,113724,145,94263
238,208755,121,118363,34,75510,127,49898,107,46294
64,164952,104,136397,2,120447,131,119111,120,118858
120,283071,154,180773,59,136696,90,130052,236,98014
38,119538,104,88537,64,66457,91,48126,79,41291
28,628200,245,578688,5,316472,203,155074,80,153041
497,154827,89,132464,117,111350,412,81007,111,43353
62,96070,122,65973,24,53080,164,52573,92,47078
147,192870,43,154544,131,133668,777,105003,117,76628
16,223033,99,76351,22,72971,11,72733,111,46861
236,441503,119,359961,157,355800,67,282464,81,199570
112,117582,238,61742,29,50856,41,46834,107,46135
555,1348914,122,127640,240,71210,266,70882,81,68701
141,102490,157,79940,145,57463,121,25050,245,24654
67,155506,236,125765,81,120747,114,109267,145,86113
157,67090,202,52045,37,46363,81,25478,222,25447
81,514843,236,221211,15,186782,29,125894,74,120732
157,302465,11,98853,81,93881,238,90141,91,79956
92,96567,41,91695,39,49691,14,49479,98,39869
98,450573,80,435611,62,202433,106,133886,14,78920
81,130265,145,97360,266,94948,412,84551,104,81063
81,173405,157,156665,236,111671,51,108891,555,97717
119,98462,21,64625,96,43079,360,30336,22,26524
245,68795,105,63775,104,37576,121,29953,55,25057
6,57607,106,54153,427,39406,432,37002,54,27628
120,292739,104,218445,60,110834,266,81384,517,81260
104,114473,412,46934,64,46157,141,40840,120,38912
64,270419,238,262939,67,194857,81,116489,236,114827
81,294779,202,223218,236,200684,54,176185,51,155310
145,132824,81,92076,523,86178,235,62953,21,59315
145,251898,81,154090,236,98660,266,90090,91,89358
107,95305,38,47292,245,40075,517,31156,104,25032
147,136716,81,123690,145,116218,117,93183,28,81231
497,129599,412,126116,117,92478,40,90523,267,73659
222,237551,22,167507,145,82081,51,77336,18,75668
16,88165,350,64683,99,43475,235,40317,37,37063
141,133470,122,95836,104,91038,266,83145,64,44769
245,92642,104,63043,421,37657,105,34969,145,34498
432,54473,555,49845,157,49042,53,41198,497,35942
126,286684,266,54367,107,47806,92,47060,101,33419
24,147984,39,122720,41,77320,13,37068,104,36419
235,80652,143,73698,99,69143,80,52124,147,47134
432,153726,16,91306,235,47457,202,37105,267,36371
14,442419,35,218864,79,159098,432,144193,48,134897
