Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
51,193976,236,188790,29,165672,145,143954,22,142284
64,261302,157,181858,81,140718,67,116435,24,93297
11,804552,555,231246,9,159979,122,64168,20,60118
59,240809,105,211568,17,196938,111,158222,89,124109
24,239798,64,192765,81,172292,67,124588,145,94913
60,272602,30,240703,421,232249,164,170080,141,163761
121,401262,157,210112,141,191216,238,122529,92,94659
117,126838,350,121548,89,118374,99,81266,267,71126
141,281023,157,269174,92,251783,81,176254,67,145540
86,153148,24,102933,64,68907,13,64898,157,63367
51,64987,81,49776,235,46412,145,44391,523,41259
55,245928,157,243721,84,202821,517,139334,64,127980
122,462055,39,105300,58,89954,34,79196,8,75383
67,302383,157,244936,81,214310,64,129050,13,125285
104,103024,145,56774,67,54850,157,39606,236,37756
2,194277,64,172081,120,123798,121,99918,104,89438
41,159178,84,111631,164,87812,150,63923,8,50235
81,457099,101,241694,134,194129,202,166566,103,126813
64,341068,60,142741,875,129562,79,123359,59,118495
157,349365,238,219133,236,150879,67,129426,266,125443
104,78285,245,75816,64,54054,120,43509,8,38084
202,33934,145,33371,412,31744,157,22199,238,21292
44,138513,412,130511,350,87805,55,82466,117,78087
360,59832,145,48394,517,43312,236,39212,81,37376
20,167580,86,63051,11,47224,64,36076,154,25412
4,63443,61,51084,103,46734,246,36378,163,26844
80,1093113,115,607384,36,148415,30,109842,32,77743
67,135179,81,121751,55,117232,360,110926,157,104941
157,324263,555,252372,67,202059,64,194064,236,122557
92,70055,60,27334,68,24078,266,23481,121,22899
711,87325,245,63103,517,61673,7,58478,84,47866
35,645052,29,106441,157,64815,78,60402,81,42181
517,32741,236,30025,498,24683,81,21767,360,21265
238,810940,245,314368,122,290417,875,253013,86,236203
126,124541,64,44404,81,43453,236,39013,20,36070
222,222615,33,90069,154,70653,89,68653,8,51631
67,291430,55,182002,122,123076,222,112346,81,109326
34,145247,69,99746,134,59547,131,48148,110,28095
157,196292,497,176876,64,105390,91,98215,11,96936
350,67148,99,30289,111,29066,25,27424,39,25172
245,90654,234,46587,141,43138,154,35551,104,31443
104,91465,238,34665,142,32282,64,25153,236,24701
236,443927,145,417344,21,225082,51,195410,202,183428
427,378195,31,51456,83,48617,53,42310,48,30170
145,179782,81,124721,202,89211,360,76310,236,51664
114,79051,39,52606,266,51928,13,41316,67,25852
133,299658,131,298238,64,190334,429,142626,157,129852
81,126283,202,102074,67,88605,51,68313,164,61886
89,1051208,22,298550,59,289630,43,228997,40,202752
81,66165,145,28242,202,26904,67,21650,51,21453
53,72569,412,48108,43,42999,89,40712,81,39373
412,472423,101,169937,64,147100,43,107566,53,91757
145,34345,81,31238,517,27396,39,26310,7,23304
24,274850,875,137661,62,78373,58,51316,114,39240
350,1114729,99,51034,89,37630,117,35327,21,34470
29,100263,202,89447,99,82105,145,35739,56,32382
76,181317,23,93548,60,86282,421,73323,104,58279
76,279687,203,203955,64,153645,163,109237,104,85104
