,Main Champion,Main Lane,Champion,Mastery
1,Ziggs,bot,Shaco,0.14930851440989376
2,Ziggs,bot,Diana,0.15208596496867682
0,Ziggs,bot,Ahri,0.130632393327021
1,Ziggs,bot,Veigar,0.1326688600831376
2,Ziggs,bot,Galio,0.13464219570261196
0,Ziggs,bot,Ezreal,0.10295924851228393
1,Ziggs,bot,MissFortune,0.11524578105975647
2,Ziggs,bot,Ashe,0.1301475687287968
0,Ziggs,bot,Lux,0.07481189532742837
1,Ziggs,bot,Morgana,0.10338418521864229
2,Ziggs,bot,Swain,0.11827823536517224
0,Zilean,sup,Teemo,0.05438090993066491
1,Zilean,sup,TahmKench,0.07143013527849329
2,Zilean,sup,Malphite,0.07949891422982129
0,Zilean,sup,LeeSin,0.052995861081634975
1,Zilean,sup,MasterYi,0.0777860429956615
2,Zilean,sup,Shaco,0.09457687943243845
0,Zilean,sup,Veigar,0.04506504850894276
1,Zilean,sup,Annie,0.07226698053049464
2,Zilean,sup,Yasuo,0.083244149308356
0,Zilean,sup,Ezreal,0.03855165022868403
1,Zilean,sup,Ashe,0.04100295397690491
2,Zilean,sup,Caitlyn,0.05844566125466986
0,Zilean,sup,Thresh,0.05532535143320994
1,Zilean,sup,Lux,0.08986399651492132
2,Zilean,sup,Pyke,0.11284810549298097
0,Zoe,mid,Akali,0.010143753373894377
1,Zoe,mid,Irelia,0.013155777018499161
2,Zoe,mid,Teemo,0.042546573195308524
0,Zoe,mid,LeeSin,0.01734414211352754
1,Zoe,mid,Ekko,0.018061717798245648
2,Zoe,mid,Kayn,0.030260084932679954
0,Zoe,mid,Yasuo,0.024467170095923654
1,Zoe,mid,Sylas,0.0267599324376593
2,Zoe,mid,Ahri,0.031237606708290722
0,Zoe,mid,Ezreal,0.011083147069900445
1,Zoe,mid,Kaisa,0.019339144971205823
2,Zoe,mid,Jhin,0.021991127353846382
0,Zoe,mid,Lux,0.01454640799397998
1,Zoe,mid,Pyke,0.01927752054958409
2,Zoe,mid,Thresh,0.025175665572868
0,Zyra,sup,Teemo,0.02003191009937398
1,Zyra,sup,Malphite,0.0561729553281232
2,Zyra,sup,Kayle,0.056921748974833125
0,Zyra,sup,Fiddlesticks,0.03937095846598737
1,Zyra,sup,Warwick,0.04877978782344935
2,Zyra,sup,Evelynn,0.049719541270345634
0,Zyra,sup,Veigar,0.022557945854525682
1,Zyra,sup,Ahri,0.03008864516661247
2,Zyra,sup,Neeko,0.03317251950946586
0,Zyra,sup,Ashe,0.01927917557218247
1,Zyra,sup,MissFortune,0.023634339834386283
2,Zyra,sup,Caitlyn,0.03211106945307839
0,Zyra,sup,Lux,0.028897362791022407
1,Zyra,sup,Morgana,0.03854299725071762
2,Zyra,sup,Nami,0.04909964503996219
